nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id,barrio
6525457535,2024-01-24,Trata,Explotación laboral,Víctima directa,,Mendoza,,Hombre,45,No,,50,
9435457535,2024-01-24,Trata,Explotación sexual,Víctima directa,,Misiones,,Mujer,30,No,,54,
575457535,2024-01-26,Trata,Explotación laboral,Víctima directa,Argentina,Formosa,,Varón cis,45,No,,34,
9475457535,2024-01-26,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Neuquén,,Mujer,40,No,,58,
3584557535,2024-01-26,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Misiones,Posadas,Mujer cis,13,No,,54,Los Paraisos
3584557535,2024-01-26,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Misiones,Posadas,Mujer cis,7,No,,54,Los Paraisos
3584557535,2024-01-26,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Buenos Aires,,Varón cis,0,No,,06,
3584557535,2024-01-26,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima indirecta - familiar,,Misiones,,Varón cis,20,No,,54,
1515557535,2024-01-29,Trata,Explotación sexual,Víctima directa,Argentina,Santa Cruz,,Mujer cis,0,No,,78,
1515557535,2024-01-29,Trata,Explotación sexual,Acusado,Argentina,Santa Cruz,Pico Truncado,Varón cis,0,No,,78,
4515557535,2024-01-29,Trata,Explotación laboral,Víctima directa,Argentina,Santiago del Estero,,Varón cis,38,No,,86,
4515557535,2024-01-29,Trata,Explotación laboral,Acusado,Sin Descripcion,Santiago del Estero,,Varón cis,0,No,,86,
9435557535,2024-01-29,Trata,Explotación laboral,Víctima directa,,Santiago del Estero,,Hombre,0,No,,86,
2535557535,2024-01-29,Trata,Explotación sexual,Víctima directa,Alemania,Ciudad Autónoma de Buenos Aires,,Mujer cis,18,No,,02,
9455557535,2024-01-30,Trata,Explotación laboral,Víctima directa,,,,Hombre,0,No,,,
555557535,2024-01-30,Trata,Explotación laboral,Víctima directa,,Jujuy,,Mujer,53,No,,38,
555557535,2024-01-30,Trata,Explotación laboral,Acusado,,Jujuy,,Hombre,56,No,,38,
555557535,2024-01-30,Trata,Explotación laboral,Acusado,,Jujuy,,Mujer,50,No,,38,
555557535,2024-01-30,Trata,Explotación laboral,Víctima directa,,Jujuy,,Hombre,19,No,,38,
565557535,2024-01-30,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,,Hombre,0,No,,06,
3565557535,2024-01-30,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,Quilmes Oeste,Mujer,30,No,,06,
8475557535,2024-01-30,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,,Hombre,0,No,,06,
584657535,2024-01-31,Trata,Explotación laboral,Víctima directa,Argentina,,Banda rio sali,Varón cis,0,No,,,Pte Perón.
6594657535,2024-01-31,Trata,Explotación sexual,Acusado,,Santa Fe,,Hombre,50,No,,82,
8405657535,2024-01-31,Trata,Explotación laboral,Acusado,,Santiago del Estero,,Hombre,62,No,,86,
9425657535,2024-02-01,Trata,Explotación laboral,Víctima directa,,Río Negro,,Hombre,0,No,,62,
6525657535,2024-02-01,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,Argentina,Mendoza,,Varón cis,12,No,,50,
6545657535,2024-02-02,Trata,Traslado de personas,Víctima directa,,Corrientes,,Mujer,0,No,,18,
8455657535,2024-02-02,Trata,Explotación laboral,Acusado,Argentina,Tucumán,,Mujer cis,0,No,,90,
9465657535,2024-02-02,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Salta,,Hombre,0,No,,66,
9465657535,2024-02-02,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Salta,Rosario de la Frontera,Mujer,0,No,,66,Iriarte
5565657535,2024-02-02,Trata,Explotación laboral,Víctima indirecta,,Misiones,,Mujer,33,No,,54,
5565657535,2024-02-02,Trata,Explotación laboral,Víctima directa,,Misiones,,Hombre,33,No,,54,
5565657535,2024-02-02,Trata,Explotación laboral,Acusado,,,,Mujer,0,No,,,
6565657535,2024-02-02,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,25,No,,54,
6565657535,2024-02-02,Trata,Explotación laboral,Víctima indirecta,,Misiones,,Mujer cis,0,No,,54,
6565657535,2024-02-02,Trata,Explotación laboral,Acusado,,,,Mujer cis,0,No,,,
575657535,2024-02-02,Trata,Explotación sexual,Víctima directa,,Misiones,,Mujer,30,No,,54,
575657535,2024-02-02,Trata,Explotación sexual,Acusado,,Misiones,,Hombre,0,No,,54,
2575657535,2024-02-03,Trata,Explotación laboral,Víctima indirecta,,Misiones,,Mujer cis,0,No,,54,
2575657535,2024-02-03,Trata,Explotación laboral,Acusado,,,,Mujer cis,0,No,,,
2575657535,2024-02-03,Trata,Explotación laboral,Acusado,,,,Varón cis,0,No,,,
2575657535,2024-02-03,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,21,No,,54,
8494757535,2024-02-03,Trata,Explotación laboral,Acusado,,,,Mujer cis,50,No,,,
8494757535,2024-02-03,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,21,No,,54,
4515757535,2024-02-05,Trata,Explotación sexual,Acusado,,Córdoba,,Varón cis,0,No,,14,
4515757535,2024-02-05,Trata,Explotación sexual,Acusado,,Córdoba,,Mujer cis,40,No,,14,
4515757535,2024-02-05,Trata,Explotación sexual,Víctima directa,,Córdoba,,Mujer cis,24,No,,14,
5515757535,2024-02-05,Trata,Posible captación,Víctima indirecta,Argentina,Buenos Aires,,Mujer cis,0,No,,06,
5515757535,2024-02-05,Trata,Posible captación,Víctima directa,,Buenos Aires,,Mujer,34,No,,06,
5515757535,2024-02-05,Trata,Posible captación,Acusado,,Mendoza,,Hombre,0,No,,50,
8425757535,2024-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,Venezuela,Ciudad Autónoma de Buenos Aires,,Mujer cis,18,No,,02,
8425757535,2024-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Argentina,Ciudad Autónoma de Buenos Aires,Buenos Aires,Hombre,0,No,,02,
6515757535,2024-02-05,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,0,No,,54,
6515757535,2024-02-05,Trata,Explotación laboral,Acusado,,,,Varón cis,0,No,,,
9425757535,2024-02-05,Trata,Explotación laboral,Acusado,,Santa Cruz,,Ninguna de las anteriores,0,No,,78,
1525757535,2024-02-05,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Santa Fe,,Mujer,0,No,,82,
525757535,2024-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,,Hombre,0,No,,14,
525757535,2024-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Córdoba,,Mujer,0,No,,14,
525757535,2024-02-05,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Córdoba,,Mujer cis,6,No,,14,
2525757535,2024-02-05,Trata,Explotación laboral,Acusado,,,,Varón cis,0,No,,,
3525757535,2024-02-05,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Córdoba,Villa María,Mujer cis,32,No,,14,Trinitario
4525757535,2024-02-05,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer cis,35,No,,06,
4525757535,2024-02-05,Trata,Explotación sexual,Acusado,,,,Varón cis,0,No,,,
4525757535,2024-02-05,Trata,Explotación sexual,Acusado,,,,Varón cis,0,No,,,
6525757535,2024-02-05,Trata,Explotación laboral,Víctima directa,,Misiones,,Varón cis,24,No,,54,
6525757535,2024-02-05,Trata,Explotación laboral,Acusado,,Corrientes,,Varón cis,0,No,,18,
5525757535,2024-02-05,Trata,Explotación laboral,Acusado,Argentina,Corrientes,,Varón cis,0,No,,18,
7525757535,2024-02-05,Trata,Explotación sexual,Víctima directa,Venezuela,Ciudad Autónoma de Buenos Aires,,Mujer cis,18,No,,02,
4535757535,2024-02-06,Trata,Explotación laboral,Víctima directa,Argentina,Córdoba,,Mujer cis,25,No,,14,
4535757535,2024-02-06,Trata,Explotación laboral,Acusado,Argentina,Córdoba,,Mujer cis,0,No,,14,
4535757535,2024-02-06,Trata,Explotación laboral,Acusado,Puerto Rico,,,Mujer cis,0,No,,,
9445757535,2024-02-06,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,,Hombre,0,No,,06,
9445757535,2024-02-06,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,,Mujer,0,No,,06,
3545757535,2024-02-06,Trata,Explotación sexual,Acusado,,Salta,,Hombre,35,No,,66,
3545757535,2024-02-06,Trata,Explotación sexual,Víctima directa,,Salta,,Mujer,25,No,,66,
4555757535,2024-02-06,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Bolivia,Salta,,Varón cis,50,No,,66,
8475757535,2024-02-07,Trata,Explotación laboral,Víctima directa,Argentina,Corrientes,Goya,Mujer cis,44,No,,18,
6575757535,2024-02-07,Trata,Explotación laboral,Víctima directa,,Salta,,Mujer,39,No,,66,
6575757535,2024-02-07,Trata,Explotación laboral,Acusado,,Salta,,Mujer,0,No,,66,
4584848445,2024-02-07,Trata,Explotación laboral,Víctima directa,Argentina,Corrientes,,Varón cis,46,No,,18,
4584848445,2024-02-07,Trata,Explotación laboral,Víctima directa,Argentina,Corrientes,,Varón cis,40,No,,18,
9494848445,2024-02-07,Trata,Explotación laboral,Acusado,,Entre Ríos,,Hombre,80,No,,30,
6594848445,2024-02-07,Trata,Explotación laboral,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,17,No,,02,
6505848445,2024-02-08,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,,Hombre,45,No,,06,
8465848445,2024-02-09,Trata,Persona desaparecida,Víctima indirecta,,Tierra del Fuego,,Mujer cis,0,No,,94,
8465848445,2024-02-09,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,Longchamps,Mujer cis,14,No,,06,
8465848445,2024-02-09,Trata,Persona desaparecida,Víctima indirecta - familiar,,Buenos Aires,,Mujer cis,0,No,,06,
8465848445,2024-02-09,Trata,Persona desaparecida,Víctima indirecta - familiar,,Buenos Aires,,Varón cis,0,No,,06,
9465848445,2024-02-09,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima indirecta,,Chaco,,Mujer,36,No,,22,
9465848445,2024-02-09,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Chaco,,Mujer,14,No,,22,
1565848445,2024-02-09,Trata,Explotación laboral,Acusado,,La Pampa,,Hombre,0,No,,42,
3565848445,2024-02-09,Trata,Oferta laboral engañosa,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
4565848445,2024-02-10,Trata,Explotación laboral,Víctima directa,,Entre Ríos,,Varón cis,53,No,,30,
4565848445,2024-02-10,Trata,Explotación laboral,Víctima directa,,Entre Ríos,,Varón cis,18,No,,30,
4565848445,2024-02-10,Trata,Explotación laboral,Víctima directa,,Entre Ríos,,Varón cis,17,No,,30,
4565848445,2024-02-10,Trata,Explotación laboral,Víctima directa,,Entre Ríos,,Varón cis,16,No,,30,
4565848445,2024-02-10,Trata,Explotación laboral,Acusado,,,,Varón cis,0,No,,,
9475848445,2024-02-10,Trata,Explotación sexual,Víctima directa,,Mendoza,,Mujer cis,35,No,,50,
9475848445,2024-02-10,Trata,Explotación sexual,Víctima directa,,Mendoza,Mendoza,Mujer cis,35,No,,50,
9475848445,2024-02-10,Trata,Explotación sexual,Víctima directa,,Mendoza,,Mujer cis,35,No,,50,
9475848445,2024-02-10,Trata,Explotación sexual,Acusado,,Mendoza,,Varón cis,0,No,,50,
1584948445,2024-02-10,Trata,Explotación laboral,Víctima directa,,Buenos Aires,Buenos Aires,Varón cis,23,No,,06,
3584948445,2024-02-10,Trata,Explotación laboral,Acusado,,Buenos Aires,Mar del Plata,Varón cis,0,No,,06,
9435948445,2024-02-12,Trata,Explotación sexual,Víctima directa,Argentina,Buenos Aires,,Mujer cis,24,No,,06,
6535948445,2024-02-12,Trata,Explotación sexual,Víctima directa,,Buenos Aires,,Mujer,30,No,,06,
4545948445,2024-02-12,Trata,Explotación laboral,Víctima directa,,Córdoba,San Marcos,Varón cis,55,No,,14,
2545948445,2024-02-12,Trata,Persona desaparecida,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer cis,0,No,,02,
7545948445,2024-02-13,Trata,Explotación laboral,Víctima directa,Argentina,Tucumán,San Miguel de Tucumán,Varón cis,18,No,,90,
7545948445,2024-02-13,Trata,Explotación laboral,Acusado,Argentina,Buenos Aires,José C. Paz,Varón cis,45,No,,06,
4515058445,2024-02-14,Trata,Reducción a la servidumbre o situaciones análogas,Víctima indirecta,,Misiones,,Mujer cis,30,No,,54,
6515058445,2024-02-15,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,San Juan,,Mujer,0,No,,70,
6515058445,2024-02-15,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,San Juan,,Hombre,15,No,,70,
6515058445,2024-02-15,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,San Juan,,Hombre,17,No,,70,
6515058445,2024-02-15,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Hombre,0,No,,50,
6515058445,2024-02-15,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Hombre,0,No,,50,
6515058445,2024-02-15,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Hombre,0,No,,50,
6515058445,2024-02-15,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Mujer,0,No,,50,
2535058445,2024-02-15,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,,Mujer cis,65,No,,06,
4555058445,2024-02-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Corrientes,,Hombre,45,No,,18,
565058445,2024-02-16,Trata,Explotación laboral,Víctima directa,Argentina,Mendoza,,Varón cis,18,No,,50,
565058445,2024-02-16,Trata,Explotación laboral,Víctima directa,Argentina,Mendoza,,Varón cis,30,No,,50,
2565058445,2024-02-16,Trata,Explotación laboral,Víctima directa,Argentina,Corrientes,,Varón cis,30,No,,18,
2565058445,2024-02-16,Trata,Explotación laboral,Acusado,Argentina,Corrientes,,Varón cis,76,No,,18,
5565058445,2024-02-16,Trata,Explotación laboral,Víctima directa,,Santa Cruz,,Varón cis,67,No,,78,
2575058445,2024-02-17,Trata,Explotación laboral,Víctima directa,Argentina,Río Negro,Chichinales,Varón cis,66,No,,62,Chacra 9 - Abel Cecibe
2575058445,2024-02-17,Trata,Explotación laboral,Víctima directa,,Río Negro,,Varón cis,0,No,,62,
2575058445,2024-02-17,Trata,Explotación laboral,Víctima directa,,Río Negro,,Varón cis,0,No,,62,
2575058445,2024-02-17,Trata,Explotación laboral,Víctima directa,,Río Negro,,Varón cis,0,No,,62,
2575058445,2024-02-17,Trata,Explotación laboral,Víctima directa,,Río Negro,,Varón cis,0,No,,62,
2575058445,2024-02-17,Trata,Explotación laboral,Víctima directa,,Río Negro,,Varón cis,0,No,,62,
8484158445,2024-02-17,Trata,Explotación laboral,Víctima directa,Argentina,Córdoba,Goya,Mujer cis,42,No,,14,
4525158445,2024-02-19,Trata,Persona desaparecida,Víctima directa,,Salta,,Mujer,17,No,,66,
1535158445,2024-02-19,Trata,Explotación sexual,Acusado,,Buenos Aires,,Varón cis,0,No,,06,
2535158445,2024-02-19,Trata,Explotación laboral,Víctima directa,Argentina,La Pampa,Ciudad Autónoma de Buenos Aires,Varón cis,0,No,No,42,
2535158445,2024-02-19,Trata,Explotación laboral,Acusado,,,,Varón cis,0,No,,,
4545158445,2024-02-19,Trata,Explotación sexual,Acusado,,Salta,,Hombre,0,No,,66,
4545158445,2024-02-19,Trata,Explotación sexual,Víctima directa,,Salta,,Mujer,0,No,,66,
4555158445,2024-02-20,Trata,Explotación sexual,Víctima directa,Argentina,Salta,Salta,Mujer cis,35,No,,66,Villa Lujan
4555158445,2024-02-20,Trata,Explotación sexual,Acusado,Argentina,Salta,,Varón cis,45,No,,66,
5565158445,2024-02-20,Trata,Servidumbre doméstica,Víctima directa,,,,Mujer,0,No,,,
4594258445,2024-02-21,Trata,Explotación laboral,Víctima directa,,,,Hombre,0,No,,,
3594258445,2024-02-21,Trata,Explotación sexual,Víctima directa,,Neuquén,,Mujer,27,No,,58,
8405258445,2024-02-21,Trata,Explotación sexual,Víctima directa,,Neuquén,,Mujer,27,No,,58,
1505258445,2024-02-21,Trata,Explotación laboral,Víctima directa,Argentina,,Ciudad Autónoma de Buenos Aires,Varón cis,0,No,No,,
1505258445,2024-02-21,Trata,Explotación laboral,Acusado,,,,Varón cis,0,No,,,
6515258445,2024-02-22,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Salta,,Hombre,32,No,,66,
6515258445,2024-02-22,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Jujuy,,Hombre,20,No,,38,
6515258445,2024-02-22,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Salta,,Hombre,27,No,,66,
6515258445,2024-02-22,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Santiago del Estero,,Hombre,50,No,,86,
6515258445,2024-02-22,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Mujer,0,No,,50,
6515258445,2024-02-22,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Hombre,0,No,,50,
7535258445,2024-02-22,Trata,Explotación laboral,Víctima indirecta,,Buenos Aires,,Mujer cis,0,No,,06,
7535258445,2024-02-22,Trata,Explotación laboral,Víctima directa,,,,Mujer cis,29,No,,,
7535258445,2024-02-22,Trata,Explotación laboral,Acusado,,Buenos Aires,Ezpeleta,Varón cis,0,No,,06,
545258445,2024-02-22,Trata,Explotación laboral,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer cis,42,No,,02,
7545258445,2024-02-23,Trata,Explotación laboral,Acusado,,Mendoza,,Hombre,0,No,,50,
2555258445,2024-02-23,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,Argentina,Buenos Aires,Buenos Aires,Varón cis,28,No,,06,
4584358445,2024-02-24,Trata,Explotación sexual,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,0,No,,02,
6584358445,2024-02-24,Trata,Persona desaparecida,Víctima directa,Argentina,Jujuy,,Varón cis,30,No,,38,
6584358445,2024-02-24,Trata,Persona desaparecida,Víctima indirecta,Argentina,Jujuy,,Mujer cis,0,No,,38,
3525358445,2024-02-26,Trata,Explotación laboral,Víctima directa,,Río Negro,,Varón cis,0,No,,62,
7525358445,2024-02-26,Trata,Explotación laboral,Acusado,,Córdoba,,Varón cis,0,No,,14,
2555358445,2024-02-27,Trata,Otros delitos,Víctima directa,,Tierra del Fuego,,Mujer,20,No,,94,
7555358445,2024-02-27,Trata,Explotación laboral,Víctima directa,,Corrientes,,Hombre,0,No,,18,
7555358445,2024-02-27,Trata,Explotación laboral,Víctima directa,,Chaco,,Hombre,0,No,,22,
3565358445,2024-02-27,Trata,Explotación laboral,Víctima directa,,Buenos Aires,,Mujer cis,29,No,,06,
3565358445,2024-02-27,Trata,Explotación laboral,Acusado,,Buenos Aires,Ezpeleta,Varón cis,0,No,,06,
7575358445,2024-02-28,Trata,Explotación laboral,Víctima directa,Argentina,Misiones,San Ignacio,Varón cis,36,No,,54,
2584458445,2024-02-28,Trata,Explotación laboral,Víctima directa,,Chaco,,Hombre,0,No,,22,
8494458445,2024-02-28,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Chaco,,Mujer,0,No,,22,
3505458445,2024-02-29,Trata,Explotación sexual,Víctima directa,,Salta,,Mujer,16,No,,66,
3505458445,2024-02-29,Trata,Explotación sexual,Acusado,,Salta,,Mujer,26,No,,66,
525458445,2024-02-29,Trata,Explotación sexual,Acusado,,Ciudad Autónoma de Buenos Aires,,Mujer,45,No,,02,
3525458445,2024-02-29,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,Rosario,Mujer cis,32,No,,06,
1505558445,2024-03-04,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,,Varón cis,0,No,,50,
2505558445,2024-03-04,Trata,Otros delitos,Acusado,Sin Descripcion,Buenos Aires,,Mujer cis,0,No,,06,
4505558445,2024-03-04,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Tucumán,,Mujer cis,0,No,,90,
4505558445,2024-03-04,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Tucumán,,Mujer cis,15,No,,90,
5505558445,2024-03-04,Trata,Explotación sexual,Víctima indirecta,,Río Negro,,Mujer cis,0,No,,62,
5505558445,2024-03-04,Trata,Explotación sexual,Acusado,,Río Negro,,Mujer cis,0,No,,62,
5505558445,2024-03-04,Trata,Explotación sexual,Víctima directa,,Río Negro,,Mujer cis,23,No,,62,
515558445,2024-03-04,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Buenos Aires,,Mujer cis,0,No,,06,
515558445,2024-03-04,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Buenos Aires,,Varón cis,0,No,,06,
515558445,2024-03-04,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Formosa,,Mujer cis,15,No,,34,
4525558445,2024-03-05,Trata,Explotación laboral,Víctima directa,,Tucumán,,Hombre,0,No,,90,
4525558445,2024-03-05,Trata,Explotación laboral,Acusado,,Mendoza,,Hombre,0,No,,50,
1575558445,2024-03-07,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Neuquén,,Mujer,40,No,,58,
1575558445,2024-03-07,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,Entre Ríos,,Hombre,32,No,,30,
594658445,2024-03-08,Trata,Explotación laboral,Víctima directa,,Río Negro,,Hombre,0,No,,62,
7594658445,2024-03-08,Trata,Explotación laboral,Víctima directa,,Río Negro,,Hombre,0,No,,62,
9405658445,2024-03-08,Trata,Persona desaparecida,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Mujer,15,No,,02,
515658445,2024-03-09,Trata,Explotación laboral,Acusado,,Catamarca,,Varón cis,0,No,,10,
8455658445,2024-03-11,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Varón cis,0,No,,,
8455658445,2024-03-11,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Neuquén,,Mujer,40,No,,58,
8455658445,2024-03-11,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,Hombre,40,No,,,
9455658445,2024-03-11,Trata,Explotación laboral,Víctima directa,,Jujuy,,Varón cis,0,No,,38,
9455658445,2024-03-11,Trata,Explotación laboral,Acusado,,Mendoza,,Varón cis,0,No,,50,
9455658445,2024-03-11,Trata,Explotación laboral,Acusado,,Mendoza,,Varón cis,0,No,,50,
4555658445,2024-03-11,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Mendoza,Ciudad Perico,Hombre,0,No,,50,
5555658445,2024-03-11,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,,Mujer cis,28,No,,06,
5555658445,2024-03-11,Trata,Persona desaparecida,Víctima indirecta - familiar,,Buenos Aires,,Mujer cis,0,No,,06,
6555658445,2024-03-11,Trata,Posible captación,Víctima directa,,Mendoza,,Mujer,28,No,,50,
3565658445,2024-03-11,Trata,Posible captación,Víctima directa,,Mendoza,,Mujer,32,No,,50,
6565658445,2024-03-11,Trata,Persona desaparecida,Víctima indirecta,,Tucumán,,Mujer cis,0,No,,90,
6565658445,2024-03-11,Trata,Persona desaparecida,Víctima directa,,Tucumán,,Mujer cis,13,No,,90,
6565658445,2024-03-11,Trata,Persona desaparecida,Acusado,,Tucumán,,Mujer cis,0,No,,90,
6565658445,2024-03-11,Trata,Persona desaparecida,Víctima indirecta - familiar,,Tucumán,,Mujer cis,0,No,,90,
3575658445,2024-03-11,Trata,"Explotación sexual niñas, niños y adolescentes",Víctima directa,,Buenos Aires,Villa Celina,Mujer cis,15,No,,06,Villa Celina
1575658445,2024-03-11,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Neuquén,,Transgenero,41,No,,58,
3594758445,2024-03-12,Trata,Explotación laboral,Víctima directa,,San Juan,,Hombre,49,No,,70,
5594758445,2024-03-12,Trata,Reducción a la servidumbre o situaciones análogas,Víctima directa,,Neuquén,,Transgenero,41,No,,58,
7535758445,2024-03-14,Trata,Explotación laboral,Víctima directa,,Córdoba,,Hombre,25,No,,14,
8445758445,2024-03-14,Trata,Explotación laboral,Víctima directa,,Ciudad Autónoma de Buenos Aires,,Hombre,18,No,,02,
8455758445,2024-03-14,Trata,"Explotación laboral niñas, niños y adolescentes",Víctima directa,,Ciudad Autónoma de Buenos Aires,,Hombre,17,No,,02,
4565758445,2024-03-15,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,,Mujer,15,No,,06,
7505849445,2024-03-16,Trata,Explotación sexual,Acusado,,Buenos Aires,Mar de Ajó,Hombre,0,No,,06,
9415849445,2024-03-16,Trata,Explotación sexual,Víctima indirecta,,Salta,,Hombre,0,No,,66,
515849445,2024-03-16,Trata,Persona desaparecida,Víctima indirecta,Bolivia,Buenos Aires,,Mujer cis,0,No,,06,
515849445,2024-03-16,Trata,Persona desaparecida,Víctima directa,Argentina,Buenos Aires,,Varón cis,9,No,,06,
2515849445,2024-03-17,Trata,Explotación sexual,Acusado,Argentina,Chaco,,Mujer cis,0,No,,22,
6515849445,2024-03-17,Trata,Explotación laboral,Acusado,,La Rioja,La Rioja,Hombre,0,No,,46,SIN DETERMINAR
6515849445,2024-03-17,Trata,Explotación laboral,Víctima directa,,La Rioja,,Mujer cis,48,No,,46,
8455849445,2024-03-18,Trata,Explotación laboral,Víctima directa,,Río Negro,,Mujer cis,0,No,,62,
8455849445,2024-03-18,Trata,Explotación laboral,Acusado,,Neuquén,,Mujer cis,0,No,,58,
7545849445,2024-03-18,Trata,Explotación laboral,Víctima directa,,Santa Fe,,Hombre,0,No,,82,
3555849445,2024-03-18,Trata,Explotación laboral,Víctima directa,,,,Mujer cis,30,No,,,
3555849445,2024-03-18,Trata,Explotación laboral,Víctima directa,,,,Varón cis,5,No,,,
3555849445,2024-03-18,Trata,Explotación laboral,Acusado,,Córdoba,,Mujer cis,0,No,,14,
3555849445,2024-03-18,Trata,Explotación laboral,Víctima indirecta,Argentina,Buenos Aires,Mar del Plata,Mujer cis,0,No,,06,Barrio Belgrano
8465849445,2024-03-18,Trata,Explotación laboral,Víctima indirecta,Argentina,Buenos Aires,Mar del Plata,Mujer cis,0,No,,06,Barrio Belgrano
8465849445,2024-03-18,Trata,Explotación laboral,Víctima directa,,,,Mujer cis,30,No,,,
8465849445,2024-03-18,Trata,Explotación laboral,Víctima directa,,,,Varón cis,5,No,,,
1565849445,2024-03-18,Trata,Explotación sexual,Víctima indirecta,,Salta,,Mujer,26,No,,66,
7565849445,2024-03-18,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,Moreno,Mujer cis,16,No,,06,2000
3575849445,2024-03-19,Trata,Posible captación,Víctima directa,,San Luis,,Mujer cis,47,No,,74,
3575849445,2024-03-19,Trata,Posible captación,Acusado,,San Luis,,Mujer,0,No,,74,
4575849445,2024-03-19,Trata,Persona desaparecida,Víctima directa,,Buenos Aires,Moreno,Mujer cis,16,No,,06,2000
8484949445,2024-03-19,Trata,Explotación laboral,Víctima indirecta,Argentina,Córdoba,Mar del Plata,Mujer cis,0,No,,14,Barrio Belgrano
7584949445,2024-03-19,Trata,Persona desaparecida,Víctima directa,,Corrientes,,Mujer,17,No,,18,
